Pct_Delta,PCT_Change,M_P_A,M_P_B,M_P_C,M_P_D,M_P_E,M_P_F,TlncT_P_A,TlncT_P_B,TlncT_P_C,TlncT_P_D,TlncT_P_E,TlncT_P_F,CPT_P_A,CPT_P_B,CPT_P_C,CPT_P_D,CPT_P_E,CPT_P_F,MCPT_P_A,MCPT_P_B,MCPT_P_C,MCPT_P_D,MCPT_P_E,MCPT_P_F,nMCPT_P_A,nMCPT_P_B,nMCPT_P_C,nMCPT_P_D,nMCPT_P_E,nMCPT_P_F,nMTIncT_P_A,nMTIncT_P_B,nMTIncT_P_C,nMTIncT_P_D,nMTIncT_P_E,nMTIncT_P_F
0.2,223,9852543.951,4341365.347,1142760.697,140565.82,2783400.747,4380340.604,189273.226,112661.4795,40979.01699,6096.744667,118805.6077,105439.0844,52.05460995,38.53460266,27.88648389,23.05588108,23.42819333,41.5438035,155.3366928,104.1594546,48.08467182,38.79872415,40.3972402,116.6657118,155.0315993,103.9695755,48.03220191,38.7582373,40.3531588,116.45535,12710.36872,8351.222609,4758.310681,725.3468156,13795.20627,7522.781228
0.200358584,223.1,9856962.132,4343312.147,1143273.146,140628.854,2784648.909,4382304.882,189301.6686,112680.17,40989.67421,6098.369308,118836.5049,105455.9212,52.0701281,38.54548804,27.89173537,23.06007506,23.43260524,41.55579726,155.382219,104.1883409,48.09372492,38.80577369,40.40484595,116.6975886,155.0770478,103.9984167,48.04124716,38.76528107,40.36075796,116.4871797,12712.34173,8352.650525,4759.548152,725.5402263,13798.79393,7524.098178
0.200268817,223.2,9861380.313,4345258.948,1143785.594,140691.888,2785897.071,4384269.161,189330.1029,112698.8554,41000.32942,6099.993654,118867.3963,105472.7534,52.08564388,38.55637159,27.89698548,23.06426793,23.43701601,41.567789,155.4277379,104.2172222,48.10277567,38.81282135,40.41244973,116.7294596,155.1224891,104.0272528,48.05029006,38.77232296,40.36835514,116.5190034,12714.31418,8354.078055,4760.78539,725.733602,13802.3809,7525.414792
0.200179131,223.3,9865798.495,4347205.749,1144298.043,140754.922,2787145.232,4386233.439,189358.5288,112717.5357,41010.98262,6101.617705,118898.2819,105489.581,52.1011573,38.56725329,27.90223423,23.06845968,23.44142563,41.57977873,155.4732496,104.2460983,48.11182406,38.81986712,40.42005153,116.7613246,155.1679232,104.0560838,48.0593306,38.77936298,40.37595035,116.5508213,12716.28606,8355.5052,4762.022395,725.9269426,13805.96721,7526.731071
0.200089526,223.4,9870216.676,4349152.549,1144810.492,140817.956,2788393.394,4388197.717,189386.9464,112736.2107,41021.63382,6103.241462,118929.1617,105506.4041,52.11666834,38.57813316,27.90748162,23.07265031,23.4458341,41.59176645,155.518754,104.2749695,48.12087011,38.82691102,40.42765136,116.7931836,155.21335,104.0849099,48.0683688,38.78640112,40.38354359,116.5826331,12718.25739,8356.931961,4763.259168,726.1202481,13809.55283,7528.047015
0.2,223.5,9874634.857,4351099.35,1145322.941,140880.99,2789641.556,4390161.995,189415.3557,112754.8806,41032.28302,6104.864923,118960.0356,105523.2225,52.13217702,38.5890112,27.91272764,23.07683983,23.45024143,41.60375215,155.5642511,104.3038355,48.12991381,38.83395305,40.43524922,116.8250368,155.2587696,104.1137308,48.07740465,38.79343738,40.39113485,116.6144391,12720.22815,8358.358337,4764.495708,726.3135186,13813.13779,7529.362623
0.199910555,223.6,9879053.038,4353046.151,1145835.389,140944.024,2790889.718,4392126.274,189443.7567,112773.5453,41042.93022,6106.48809,118990.9038,105540.0363,52.14768334,38.5998874,27.91797231,23.08102823,23.45464761,41.61573584,155.6097411,104.3326965,48.13895516,38.8409932,40.44284511,116.8568839,155.3041819,104.1425467,48.08643816,38.80047177,40.39872415,116.6462391,12722.19835,8359.784328,4765.732016,726.506754,13816.72207,7530.677897
0.199821189,223.7,9883471.219,4354992.951,1146347.838,141007.058,2792137.879,4394090.552,189472.1495,112792.2048,41053.57542,6108.110963,119021.7662,105556.8456,52.1631873,38.61076178,27.92321561,23.08521552,23.45905266,41.62771752,155.6552238,104.3615525,48.14799417,38.84803147,40.45043902,116.8887252,155.3495871,104.1713576,48.09546933,38.80750429,40.40631148,116.6780332,12724.168,8361.209936,4766.968091,726.6999545,13820.30568,7531.992836
0.199731903,223.8,9887889.4,4356939.752,1146860.287,141070.092,2793386.041,4396054.83,189500.5339,112810.8592,41064.21862,6109.733542,119052.6227,105573.6503,52.17868889,38.62163432,27.92845756,23.08940169,23.46345656,41.6396972,155.7006993,104.3904034,48.15703083,38.85506788,40.45803097,116.9205605,155.394985,104.2001634,48.10449815,38.81453493,40.41389684,116.7098214,12726.13708,8362.635159,4768.203935,726.89312,13823.88861,7533.30744
0.199642698,223.9,9892307.581,4358886.552,1147372.736,141133.126,2794634.203,4398019.109,189528.91,112829.5085,41074.85982,6111.355828,119083.4735,105590.4504,52.19418812,38.63250503,27.93369814,23.09358676,23.46785932,41.65167486,155.7461675,104.4192492,48.16606515,38.86210241,40.46562095,116.9523899,155.4403757,104.2289642,48.11352464,38.82156371,40.42148023,116.7416037,12728.1056,8364.059999,4769.439547,727.0862506,13827.47087,7534.621711
0.2,224,9896725.763,4360833.353,1147885.184,141196.16,2795882.365,4399983.387,189557.2778,112848.1525,41085.49903,6112.977819,119114.3185,105607.2459,52.20968499,38.64337391,27.93893737,23.09777071,23.47226093,41.66365051,155.7916286,104.44809,48.17509714,38.86913507,40.47320897,116.9842134,155.4857592,104.25776,48.12254878,38.82859062,40.42906166,116.77338,12730.07356,8365.484456,4770.674927,727.2793462,13831.05246,7535.935648
0.200356983,224.1,9901143.944,4362780.154,1148397.633,141259.194,2797130.527,4401947.665,189585.6374,112866.7915,41096.13624,6114.599517,119145.1577,105624.0369,52.22517951,38.65424096,27.94417525,23.10195355,23.47666141,41.67562416,155.8370824,104.4769258,48.18412679,38.87616587,40.48079502,117.016031,155.5311355,104.2865507,48.13157059,38.83561566,40.43664113,116.8051505,12732.04097,8366.90853,4771.910075,727.4724069,13834.63338,7537.249251
0.200267618,224.2,9905562.125,4364726.954,1148910.082,141322.228,2798378.688,4403911.944,189613.9886,112885.4252,41106.77146,6116.220922,119175.9911,105640.8233,52.24067167,38.66510619,27.94941176,23.10613528,23.48106075,41.68759581,155.882529,104.5057566,48.1931541,38.8831948,40.48837911,117.0478426,155.5765046,104.3153364,48.14059007,38.84263884,40.44421864,116.836915,12734.00781,8368.332221,4773.144992,727.6654328,13838.21363,7538.56252
0.200178333,224.3,9909980.306,4366673.755,1149422.531,141385.262,2799626.85,4405876.222,189642.3317,112904.0539,41117.40469,6117.842033,119206.8188,105657.6052,52.25616148,38.67596959,27.95464693,23.1103159,23.48545896,41.69956545,155.9279684,104.5345823,48.20217907,38.89022186,40.49596123,117.0796484,155.6218665,104.3441171,48.14960721,38.84966015,40.45179418,116.8686737,12735.9741,8369.75553,4774.379677,727.8584238,13841.79321,7539.875456
0.200089127,224.4,9914398.487,4368620.555,1149934.979,141448.296,2800875.012,4407840.5,189670.6664,112922.6774,41128.03593,6119.462852,119237.6407,105674.3824,52.27164893,38.68683117,27.95988074,23.11449541,23.48985602,41.71153309,155.9734006,104.563403,48.21120171,38.89724706,40.5035414,117.1114482,155.6672212,104.3728927,48.15862202,38.8566796,40.45936777,116.9004264,12737.93983,8371.178457,4775.614131,728.0513799,13845.37212,7541.18806
0.2,224.5,9918816.668,4370567.356,1150447.428,141511.33,2802123.174,4409804.778,189698.9929,112941.2958,41138.66517,6121.083378,119268.4568,105691.1552,52.28713403,38.69769092,27.96511319,23.11867381,23.49425195,41.72349873,156.0188256,104.5922186,48.22022203,38.9042704,40.51111961,117.1432421,155.7125687,104.4016634,48.1676345,38.86369718,40.4669394,116.9321733,12739.90501,8372.601002,4776.848355,728.2443012,13848.95035,7542.500331
0.199910953,224.6,9923234.849,4372514.157,1150959.877,141574.364,2803371.335,4411769.057,189727.3112,112959.909,41149.29243,6122.703612,119299.2671,105707.9233,52.30261678,38.70854885,27.9703443,23.12285111,23.49864674,41.73546237,156.0642434,104.6210292,48.22924001,38.91129187,40.51869586,117.1750302,155.757909,104.430429,48.17664466,38.87071291,40.47450908,116.9639142,12741.86963,8374.023165,4778.082347,728.4371878,13852.52792,7543.812269
0.199821985,224.7,9927653.031,4374460.957,1151472.326,141637.398,2804619.497,4413733.335,189755.6212,112978.5171,41159.9177,6124.323553,119330.0717,105724.687,52.31809718,38.71940496,27.97557405,23.1270273,23.5030404,41.74742401,156.109654,104.6498348,48.23825566,38.91831149,40.52627016,117.2068123,155.8032422,104.4591896,48.18565248,38.87772678,40.4820768,116.9956493,12743.83369,8375.444947,4779.316109,728.6300395,13856.10482,7545.123875
0.199733096,224.8,9932071.212,4376407.758,1151984.774,141700.432,2805867.659,4415697.613,189783.923,112997.1201,41170.54099,6125.943202,119360.8706,105741.446,52.33357524,38.73025925,27.98080246,23.13120239,23.50743293,41.75938365,156.1550574,104.6786354,48.24726899,38.92532924,40.5338425,117.2385885,155.8485682,104.4879452,48.19465798,38.88473879,40.48964256,117.0273785,12745.79719,8376.866348,4780.54964,728.8228565,13859.68105,7546.435149
0.199644286,224.9,9936489.393,4378354.558,1152497.223,141763.466,2807115.821,4417661.892,189812.2165,113015.718,41181.16229,6127.562559,119391.6636,105758.2006,52.34905094,38.74111173,27.98602951,23.13537637,23.51182432,41.7713413,156.2004536,104.707431,48.25627999,38.93234514,40.54141289,117.2703589,155.893887,104.5166957,48.20366116,38.89174894,40.49720638,117.0591018,12747.76014,8378.287368,4781.78294,729.0156388,13863.25661,7547.746092
0.2,225,9940907.574,4380301.359,1153009.672,141826.5,2808363.983,4419626.17,189840.5019,113034.3108,41191.7816,6129.181624,119422.451,105774.9506,52.36452431,38.75196238,27.99125522,23.13954924,23.51621458,41.78329695,156.2458427,104.7362216,48.26528867,38.93935918,40.54898133,117.3021234,155.9391986,104.5454413,48.21266202,38.89875724,40.50476824,117.0908193,12749.72254,8379.708008,4783.016011,729.2083864,13866.83151,7549.056702
0.200355398,225.1,9945325.755,4382248.16,1153522.121,141889.534,2809612.144,4421590.448,189868.779,113052.8984,41202.39894,6130.800397,119453.2325,105791.696,52.37999533,38.76281122,27.99647958,23.14372102,23.52060371,41.7952506,156.2912246,104.7650071,48.27429503,38.94637137,40.55654781,117.333882,155.9845031,104.5741819,48.22166056,38.90576369,40.51232816,117.1225308,12751.68438,8381.128268,4784.248851,729.4010993,13870.40574,7550.366982
0.20026643,225.2,9949743.936,4384194.96,1154034.569,141952.568,2810860.306,4423554.726,189897.0479,113071.481,41213.01429,6132.418879,119484.0084,105808.437,52.39546401,38.77365824,28.0017026,23.14789169,23.5249917,41.80720227,156.3365993,104.7937877,48.28329907,38.9533817,40.56411235,117.3656347,156.0298004,104.6029175,48.23065678,38.91276828,40.51988613,117.1542365,12753.64566,8382.548147,4785.481461,729.5937775,13873.9793,7551.67693
0.200177541,225.3,9954162.117,4386141.761,1154547.018,142015.602,2812108.468,4425519.005,189925.3086,113090.0584,41223.62767,6134.03707,119514.7785,105825.1734,52.41093034,38.78450345,28.00692427,23.15206126,23.52937857,41.81915194,156.3819669,104.8225632,48.29230079,38.96039019,40.57167494,117.3973815,156.0750906,104.6316481,48.23965068,38.91977102,40.52744215,117.1859364,12755.60639,8383.967647,4786.713841,729.7864211,13877.55219,7552.986548
0.200088731,225.4,9958580.299,4388088.561,1155059.467,142078.636,2813356.63,4427483.283,189953.5611,113108.6308,41234.23906,6135.654969,119545.5428,105841.9053,52.42639434,38.79534684,28.01214459,23.15622973,23.53376431,41.83109962,156.4273273,104.8513338,48.3013002,38.96739682,40.57923559,117.4291225,156.1203736,104.6603736,48.24864227,38.92677191,40.53499623,117.2176303,12757.56657,8385.386768,4787.945992,729.97903,13881.12442,7554.295835
0.2,225.5,9962998.48,4390035.362,1155571.916,142141.67,2814604.791,4429447.561,189981.8054,113127.198,41244.84848,6137.272578,119576.3015,105858.6326,52.441856,38.80618842,28.01736357,23.1603971,23.53814892,41.84304532,156.4726805,104.8800993,48.31029729,38.9744016,40.58679428,117.4608576,156.1656495,104.6890943,48.25763154,38.93377095,40.54254836,117.2493184,12759.5262,8386.805509,4789.177913,730.1716044,13884.69598,7555.604792
0.199911348,225.6,9967416.661,4391982.163,1156084.364,142204.704,2815852.953,4431411.84,190010.0415,113145.7602,41255.45593,6138.889896,119607.0544,105875.3554,52.45731532,38.8170282,28.02258121,23.16456337,23.5425324,41.85498902,156.5180266,104.9088599,48.31929206,38.98140453,40.59435104,117.4925869,156.2109182,104.7178099,48.2666185,38.94076815,40.55009855,117.2810007,12761.48527,8388.223872,4790.409605,730.3641441,13888.26688,7556.913419
0.199822774,225.7,9971834.842,4393928.963,1156596.813,142267.738,2817101.115,4433376.118,190038.2694,113164.3172,41266.0614,6140.506923,119637.8016,105892.0738,52.47277231,38.82786616,28.02779751,23.16872854,23.54691476,41.86693074,156.5633656,104.9376155,48.32828453,38.98840561,40.60190585,117.5243103,156.2561798,104.7465205,48.27560315,38.9477635,40.5576468,117.3126771,12763.44379,8389.641856,4791.641067,730.5566493,13891.83711,7558.221715
0.199734278,225.8,9976253.023,4395875.764,1157109.262,142330.772,2818349.277,4435340.396,190066.4892,113182.8692,41276.66489,6142.12366,119668.543,105908.7876,52.48822697,38.83870231,28.03301247,23.17289261,23.55129598,41.87887047,156.6086974,104.9663661,48.33727468,38.99540485,40.60945873,117.5560278,156.3014343,104.7752262,48.2845855,38.954757,40.56519311,117.3443477,12765.40176,8391.059461,4792.8723,730.74912,13895.40668,7559.529682
0.199645861,225.9,9980671.204,4397822.564,1157621.71,142393.806,2819597.438,4437304.675,190094.7008,113201.4161,41287.26641,6143.740107,119699.2788,105925.4969,52.50367929,38.84953665,28.03822609,23.17705559,23.55567609,41.89080822,156.654022,104.9951117,48.34626253,39.00240225,40.61700966,117.5877395,156.3466816,104.8039268,48.29356553,38.96174866,40.57273748,117.3760124,12767.35918,8392.476689,4794.103304,730.9415562,13898.97558,7560.83732
0.2,226,9985089.385,4399769.365,1158134.159,142456.84,2820845.6,4439268.953,190122.9042,113219.9579,41297.86597,6145.356264,119730.0088,105942.2016,52.51912928,38.86036919,28.04343837,23.18121747,23.56005507,41.90274399,156.6993396,105.0238523,48.35524806,39.0093978,40.62455866,117.6194453,156.3919219,104.8326225,48.30254326,38.96873848,40.58027992,117.4076713,12769.31604,8393.893539,4795.33408,731.1339579,13902.54383,7562.144629
0.200353826,226.1,9989507.567,4401716.166,1158646.608,142519.874,2822093.762,4441233.231,190151.0995,113238.4947,41308.46355,6146.972131,119760.7331,105958.9019,52.53457694,38.87119992,28.04864932,23.18537826,23.56443292,41.91467777,156.74465,105.0525879,48.3642313,39.01639151,40.63210572,117.6511453,156.437155,104.8613133,48.31151869,38.97572646,40.58782042,117.4393243,12771.27236,8395.310011,4796.564626,731.3263251,13906.1114,7563.451608
0.200265252,226.2,9993925.748,4403662.966,1159159.057,142582.908,2823341.924,4443197.509,190179.2866,113257.0264,41319.05916,6148.587709,119791.4517,105975.5977,52.55002227,38.88202885,28.05385893,23.18953795,23.56880966,41.92660957,156.7899532,105.0813186,48.37321223,39.02338338,40.63965084,117.6828394,156.4823809,104.889999,48.32049182,38.9827126,40.59535899,117.4709715,12773.22813,8396.726106,4797.794944,731.5186578,13909.67832,7564.758259
0.200176757,226.3,9998343.929,4405609.767,1159671.505,142645.942,2824590.086,4445161.788,190207.4656,113275.553,41329.65281,6150.202997,119822.1646,105992.289,52.56546528,38.89285597,28.0590672,23.19369655,23.57318527,41.93853939,156.8352494,105.1100443,48.38219086,39.03037341,40.64719403,117.7145277,156.5275998,104.9186798,48.32946264,38.9896969,40.60289562,117.5026129,12775.18334,8398.141825,4799.025034,731.7109561,13913.24457,7566.064582
0.200088339,226.4,10002762.11,4407556.567,1160183.954,142708.976,2825838.247,4447126.066,190235.6364,113294.0745,41340.24449,6151.817995,119852.8718,106008.9758,52.58090596,38.90368129,28.06427413,23.19785405,23.57755976,41.95046724,156.8805384,105.138765,48.39116718,39.03736161,40.65473529,117.7462102,156.5728116,104.9473557,48.33843117,38.99667937,40.61043032,117.5342484,12777.13801,8399.557166,4800.254895,731.9032201,13916.81016,7567.370576
0.2,226.5,10007180.29,4409503.368,1160696.403,142772.01,2827086.409,4449090.344,190263.7991,113312.591,41350.83421,6153.432705,119883.5733,106025.6581,52.59634432,38.91450481,28.06947974,23.20201046,23.58193312,41.9623931,156.9258203,105.1674808,48.40014121,39.04434796,40.66227461,117.7778868,156.6180162,104.9760266,48.34739739,39.00366,40.6179631,117.5658782,12779.09213,8400.972131,4801.484529,732.0954496,13920.37509,7568.676242
0.199911739,226.6,10011598.47,4411450.169,1161208.852,142835.044,2828334.571,4451054.623,190291.9537,113331.1024,41361.42196,6155.047125,119914.2692,106042.3359,52.61178035,38.92532653,28.07468401,23.20616578,23.58630537,41.97431699,156.9710951,105.1961916,48.40911294,39.05133248,40.66981201,117.8095576,156.6632138,105.0046925,48.35636133,39.01063879,40.62549394,117.5975021,12781.0457,8402.38672,4802.713934,732.2876447,13923.93936,7569.981581
0.199823555,226.7,10016016.65,4413396.969,1161721.3,142898.078,2829582.733,4453018.901,190320.1002,113349.6088,41372.00775,6156.661257,119944.9593,106059.0093,52.62721406,38.93614645,28.07988695,23.21032001,23.5906765,41.98623891,157.0163628,105.2248974,48.41808238,39.05831517,40.67734747,117.8412226,156.7084043,105.0333535,48.36532297,39.01761575,40.63302286,117.6291202,12782.99872,8403.800933,4803.943111,732.4798056,13927.50297,7571.286592
0.19973545,226.8,10020434.83,4415343.77,1162233.749,142961.112,2830830.894,4454983.179,190348.2385,113368.1101,41382.59158,6158.2751,119975.6437,106075.6781,52.64264545,38.94696458,28.08508855,23.21447315,23.59504652,41.99815885,157.0616234,105.2535983,48.42704952,39.06529602,40.68488101,117.8728818,156.7535876,105.0620095,48.37428231,39.02459088,40.64054985,117.6607324,12784.95119,8405.214771,4805.172061,732.6719321,13931.06592,7572.591275
0.199647422,226.9,10024853.02,4417290.57,1162746.198,143024.146,2832079.056,4456947.458,190376.3688,113386.6064,41393.17345,6159.888655,120006.3225,106092.3425,52.65807453,38.9577809,28.09028883,23.21862521,23.59941541,42.01007681,157.1068769,105.2822943,48.43601437,39.07227505,40.69241263,117.9045351,156.7987639,105.0906606,48.38323937,39.03156418,40.64807491,117.6923389,12786.90312,8406.628233,4806.400783,732.8640243,13934.62821,7573.895632
0.2,227,10029271.2,4419237.371,1163258.647,143087.18,2833327.218,4458911.736,190404.4909,113405.0977,41403.75336,6161.501922,120036.9956,106109.0024,52.67350128,38.96859543,28.09548778,23.22277617,23.60378319,42.02199281,157.1521233,105.3109852,48.44497693,39.07925224,40.69994232,117.9361827,156.8439331,105.1193067,48.39219413,39.03853565,40.65559805,117.7239396,12788.85449,8408.04132,4807.629278,733.0560822,13938.18984,7575.199661
0.200352268,227.1,10033689.38,4421184.172,1163771.095,143150.214,2834575.38,4460876.014,190432.605,113423.5839,41414.33132,6163.114901,120067.663,106125.6578,52.68892572,38.97940817,28.1006854,23.22692604,23.60814985,42.03390684,157.1973627,105.3396713,48.4539372,39.0862276,40.70747008,117.9678244,156.8890953,105.1479479,48.40114661,39.0455053,40.66311927,117.7555344,12790.80533,8409.454032,4808.857545,733.2481059,13941.75081,7576.503364
0.200264085,227.2,10038107.56,4423130.972,1164283.544,143213.248,2835823.541,4462840.292,190460.7109,113442.065,41424.90732,6164.727592,120098.3247,106142.3088,52.70434785,38.99021911,28.10588169,23.23107483,23.6125154,42.04581889,157.2425949,105.3683524,48.46289518,39.09320114,40.71499593,117.9994603,156.9342503,105.1765841,48.4100968,39.05247311,40.67063857,117.7871235,12792.75561,8410.86637,4810.085586,733.4400953,13945.31112,7577.806741
0.200175979,227.3,10042525.74,4425077.773,1164795.993,143276.282,2837071.703,4464804.571,190488.8088,113460.5412,41435.48136,6166.339995,120128.9808,106158.9553,52.71976766,39.00102826,28.11107666,23.23522253,23.61687983,42.05772898,157.2878201,105.3970285,48.47185088,39.10017285,40.72251985,118.0310905,156.9793983,105.2052155,48.41904471,39.0594391,40.67815595,117.8187068,12794.70535,8412.278334,4811.313399,733.6320505,13948.87077,7579.109791
0.200087951,227.4,10046943.92,4427024.573,1165308.442,143339.316,2838319.865,4466768.849,190516.8986,113479.0123,41446.05345,6167.95211,120159.6312,106175.5973,52.73518516,39.01183561,28.1162703,23.23936915,23.62124315,42.0696371,157.3330381,105.4256997,48.48080429,39.10714273,40.73004186,118.0627148,157.0245393,105.2338418,48.42799034,39.06640327,40.68567142,117.8502843,12796.65455,8413.689923,4812.540985,733.8239715,13952.42977,7580.412516
0.2,227.5,10051362.1,4428971.374,1165820.89,143402.35,2839568.027,4468733.127,190544.9803,113497.4784,41456.62359,6169.563939,120190.2759,106192.2349,52.75060035,39.02264118,28.12146262,23.24351468,23.62560535,42.08154325,157.3782491,105.454366,48.48975542,39.11411079,40.73756194,118.0943333,157.0696731,105.2624633,48.43693368,39.07336561,40.69318496,117.881856,12798.6032,8415.101139,4813.768345,734.0158584,13955.98811,7581.714915
0.199912127,227.6,10055780.28,4430918.175,1166333.339,143465.384,2840816.189,4470697.406,190573.0539,113515.9395,41467.19177,6171.17548,120220.915,106208.8681,52.76601323,39.03344495,28.12665361,23.24765913,23.62996645,42.09344744,157.4234531,105.4830273,48.49870427,39.12107703,40.74508011,118.125946,157.1147999,105.2910798,48.44587474,39.08032614,40.70069659,117.9134219,12800.5513,8416.511981,4814.995478,734.207711,13959.54579,7583.016988
0.19982433,227.7,10060198.46,4432864.975,1166845.788,143528.418,2842064.35,4472661.684,190601.1195,113534.3955,41477.75801,6172.786734,120251.5485,106225.4967,52.7814238,39.04424694,28.13184328,23.2518025,23.63432643,42.10534967,157.4686499,105.5116837,48.50765084,39.12804145,40.75259637,118.157553,157.1599197,105.3196914,48.45481353,39.08728484,40.70820631,117.944982,12802.49886,8417.92245,4816.222385,734.3995296,13963.10281,7584.318736
0.199736611,227.8,10064616.65,4434811.776,1167358.237,143591.452,2843312.512,4474625.962,190629.177,113552.8466,41488.32229,6174.397701,120282.1762,106242.121,52.79683206,39.05504714,28.13703163,23.25594478,23.6386853,42.11724994,157.5138398,105.5403352,48.51659513,39.13500404,40.76011071,118.1891541,157.2050324,105.3482981,48.46375004,39.09424172,40.71571411,117.9765364,12804.44588,8419.332546,4817.449065,734.5913141,13966.65918,7585.620159
0.199648969,227.9,10069034.83,4436758.576,1167870.685,143654.486,2844560.674,4476590.241,190657.2265,113571.2926,41498.88463,6176.008382,120312.7984,106258.7407,52.81223802,39.06584556,28.14221866,23.26008598,23.64304307,42.12914824,157.5590225,105.5689818,48.52553714,39.14196482,40.76762314,118.2207495,157.250138,105.3768999,48.47268427,39.10119679,40.72322001,118.0080849,12806.39235,8420.742269,4818.67552,734.7830644,13970.2149,7586.921257
0.2,228,10073453.01,4438705.377,1168383.134,143717.52,2845808.836,4478554.519,190685.2679,113589.7336,41509.44503,6177.618777,120343.4149,106275.3561,52.82764168,39.07664219,28.14740436,23.2642261,23.64739972,42.14104458,157.6041982,105.5976234,48.53447688,39.14892378,40.77513366,118.2523391,157.2952367,105.4054968,48.48161623,39.10815004,40.73072399,118.0396277,12808.33828,8422.15162,4819.901748,734.9747807,13973.76996,7588.222031
0.200350723,228.1,10077871.19,4440652.178,1168895.583,143780.554,2847056.997,4480518.797,190713.3013,113608.1697,41520.00347,6179.228885,120374.0257,106291.967,52.84304303,39.08743703,28.15258875,23.26836514,23.65175527,42.15293896,157.6493669,105.6262601,48.54341434,39.15588093,40.78264226,118.2839229,157.3403282,105.4340887,48.49054592,39.11510148,40.73822606,118.0711648,12810.28367,8423.560599,4821.127751,735.166463,13977.32436,7589.52248
0.200262927,228.2,10082289.37,4442598.978,1169408.032,143843.588,2848305.159,4482483.075,190741.3267,113626.6007,41530.55998,6180.838707,120404.631,106308.5735,52.85844208,39.09823009,28.15777182,23.27250311,23.65610971,42.16483139,157.6945285,105.6548919,48.55234954,39.16283626,40.79014896,118.315501,157.3854128,105.4626758,48.49947334,39.1220511,40.74572623,118.1026961,12812.22852,8424.969206,4822.353527,735.3581112,13980.87811,7590.822606
0.200175208,228.3,10086707.55,4444545.779,1169920.48,143906.622,2849553.321,4484447.354,190769.344,113645.0267,41541.11454,6182.448243,120435.2305,106325.1755,52.87383883,39.10902137,28.16295358,23.27663999,23.66046304,42.17672186,157.7396831,105.6835188,48.56128246,39.16978977,40.79765375,118.3470733,157.4304903,105.4912579,48.50839849,39.12899891,40.75322449,118.1342216,12814.17282,8426.377442,4823.579078,735.5497254,13984.4312,7592.122407
0.200087566,228.4,10091125.73,4446492.579,1170432.929,143969.656,2850801.483,4486411.632,190797.3534,113663.4478,41551.66716,6184.057493,120465.8245,106341.7731,52.88923329,39.11981087,28.16813401,23.28077579,23.66481526,42.18861037,157.7848306,105.7121408,48.57021311,39.17674148,40.80515664,118.3786398,157.4755608,105.5198351,48.51732137,39.1359449,40.76072085,118.1657414,12816.11659,8427.785306,4824.804404,735.7413056,13987.98364,7593.421885
0.2,228.5,10095543.91,4448439.38,1170945.378,144032.69,2852049.644,4488375.91,190825.3547,113681.8638,41562.21784,6185.666458,120496.4128,106358.3663,52.90462544,39.13059859,28.17331314,23.28491052,23.66916639,42.20049693,157.8299711,105.7407579,48.5791415,39.18369137,40.81265762,118.4102005,157.5206243,105.5484075,48.52624199,39.14288909,40.7682153,118.1972554,12818.05981,8429.192798,4826.029505,735.9328519,13991.53543,7594.721039
0.199912511,228.6,10099962.1,4450386.181,1171457.827,144095.724,2853297.806,4490340.189,190853.348,113700.2749,41572.76658,6187.275138,120526.9956,106374.955,52.9200153,39.14138453,28.17849094,23.28904417,23.6735164,42.21238154,157.8751046,105.76937,48.58806762,39.19063945,40.8201567,118.4417555,157.5656807,105.5769749,48.53516034,39.14983147,40.77570785,118.2287636,12820.00249,8430.59992,4827.25438,736.1243642,13995.08657,7596.01987
0.199825098,228.7,10104380.28,4452332.981,1171970.275,144158.758,2854545.968,4492304.467,190881.3333,113718.681,41583.31338,6188.883532,120557.5726,106391.5394,52.93540287,39.15216869,28.18366744,23.29317675,23.67786532,42.22426419,157.9202311,105.7979773,48.59699148,39.19758573,40.82765387,118.4733048,157.6107302,105.6055374,48.54407643,39.15677204,40.7831985,118.2602661,12821.94463,8432.006672,4828.47903,736.3158426,13998.63705,7597.318378
0.199737762,228.8,10108798.46,4454279.782,1172482.724,144221.792,2855794.13,4494268.745,190909.3106,113737.0821,41593.85825,6190.491641,120588.1441,106408.1193,52.95078814,39.16295108,28.18884262,23.29730825,23.68221313,42.23614489,157.9653505,105.8265797,48.60591308,39.2045302,40.83514915,118.5048483,157.6557726,105.6340951,48.55299026,39.16371081,40.79068725,118.2917629,12823.88623,8433.413053,4829.703455,736.5072871,14002.18688,7598.616564
0.199650502,228.9,10113216.64,4456226.583,1172995.173,144284.826,2857042.292,4496233.024,190937.2799,113755.4782,41604.40118,6192.099466,120618.71,106424.6948,52.96617112,39.17373169,28.19401649,23.30143868,23.68655984,42.24802365,158.0104629,105.8551772,48.61483241,39.21147286,40.84264252,118.536386,157.7008081,105.6626479,48.56190183,39.17064777,40.7981741,118.323254,12825.82729,8434.819064,4830.927656,736.6986977,14005.73606,7599.914426
0.2,229,10117634.82,4458173.383,1173507.622,144347.86,2858290.453,4498197.302,190965.2412,113773.8694,41614.94217,6193.707005,120649.2703,106441.2659,52.98155181,39.18451053,28.19918905,23.30556804,23.69090544,42.25990045,158.0555683,105.8837698,48.62374949,39.21841371,40.850134,118.567918,157.7458365,105.6911957,48.57081114,39.17758292,40.80565906,118.3547393,12827.76781,8436.224705,4832.151632,736.8900745,14009.28459,7601.211967
